"","site.id","Acentrella_insignificans","Acentrella_turbida","Acneus","Agapetus","Agraylea","Allocosmoecus","Ameletus","Amiocentrus","Amphizoa","Ampumixis","Anagapetus","Antocha","Apatania","Arctopsyche","Asellidae","Atherix","Attenella","Baetis_alius","Baetis_bicaudatus","Baetis_flavistriga","Baetis_notos","Baetis_tricaudatus","Blephariceridae","Brachycentrus","Calineuria","Callibaetis","Capniidae","Caudatella","Centroptilum","Ceratopogoninae","Chelifera.Metachela","Cheumatopsyche","Chironomini","Cinygma","Cinygmula","Claassenia_sabulosa","Cleptelmis","Clinocera","Coenagrionidae","Corbicula","Cordulegastridae","Corixidae","Corydalidae","Cryptochia","Cryptolabis","Cultus","Curculionidae","Desmona","Despaxia","Deuterophlebia","Diamesinae","Dicosmoecus_atripes","Dicosmoecus_gilvipes","Dicranota","Diphetor_hageni","Diura","Dixa","Dixella","Dolichopodidae","Dolophilodes","Doroneuria","Drunella_coloradensis.flavilinea","Drunella_doddsi","Drunella_grandis","Drunella_pelosa","Drunella_spinifera","Dubiraphia","Dytiscidae","Ecclisocosmoecus","Ecclisomyia","Epeorus_albertae","Epeorus_deceptivus","Epeorus_grandis","Epeorus_longimanus","Ephemerella","Ephydridae","Eubrianax_edwardsi","Farula","Ferrissia","Fluminicola","Forcipomyiinae","Gammarus","Glossosoma","Glutops","Goera","Goeracea","Gomphidae","Gumaga","Haliplidae","Helichus","Helicopsyche","Hemerodromia","Heptagenia","Hesperoconopa","Hesperoperla_pacifica","Heterlimnius","Heteroplectron","Hexatoma","Hirudinea","Hyalella","Hydatophylax","Hydraena","Hydrophilidae","Hydropsyche","Hydroptila","Ironodes","Isoperla","Juga","Kathroperla","Kogotus.Rickera","Labiobaetis","Lara","Lepidostoma","Leptoceridae","Leucotrichia","Libellulidae","Limnophila","Limonia","Lymnaeidae","Malenka","Margaritifera","Maruina","Megarcys","Meringodixa","Metrichia","Micrasema","Microcylloepus","Molophilus","Moselia","Muscidae","Narpus","Nematoda","Nemoura","Neophylax_occidentalis","Neophylax_rickeri","Neophylax_splendens","Neothremma","Neotrichia","Nixe.Leucocruta","Ochrotrichia","Ochthebius","Odontoceridae","Oligochaeta","Oligophlebodes","Onocosmoecus","Optioservus","Ordobrevia","Oreogeton","Ormosia","Orthocladiinae","Ostracoda","Palaegapetus","Paraleptophlebia","Paraperla","Parapsyche_almota","Parapsyche_elsis","Pedicia","Pedomoecus","Pericoma.Telmatoscopus","Perlinodes","Petrophila","Philocasca","Physidae","Pilaria","Planorbidae","Plumiperla","Podmosta","Podonominae","Polycentropodidae","Pristinicola","Procloeon","Prodiamesinae","Prosimulium","Prostoia","Prostoma","Protoptila","Psephenus","Pseudochironomini","Pseudolimnophila","Pseudostenophylax","Psychoda","Psychoglypha","Psychomyia","Pteronarcella","Pteronarcys","Ptychopteridae","Rhabdomastix","Rhithrogena","Rhyacophila_Alberta_Gr_","Rhyacophila_Angelita_Gr_","Rhyacophila_Betteni_Gr_","Rhyacophila_blarina","Rhyacophila_Brunnea_Gr_","Rhyacophila_Coloradensis_Gr_","Rhyacophila_Grandis_Gr_","Rhyacophila_Hyalinata_Gr_","Rhyacophila_Iranda_Gr","Rhyacophila_Lieftincki_Gr_","Rhyacophila_narvae","Rhyacophila_Nevadensis_Gr_","Rhyacophila_Oreta.Gr_","Rhyacophila_pellisa.valuma","Rhyacophila_Rotunda_Gr_","Rhyacophila_Vagrita_Gr_","Rhyacophila_Verrula_Gr_","Rhyacophila_Vofixa_Gr_","Serratella_teresa","Serratella_tibialis","Setvena","Sialis","Sierraperla","Simulium","Skwala","Soliperla","Soyedina","Sphaeriidae","Stratiomyidae","Suwallia","Sweltsa","Tabanidae","Taeniopterygidae","Talitridae","Tanypodinae","Tanytarsini","Thaumalea","Timpanoga_hecuba","Tipula","Tricorythodes","Trombidiformes","Turbellaria","Valvata","Visoka","Wiedemannia","Wormaldia","Yoraperla","Zaitzevia","Zapada_cinctipes","Zapada_columbiana","Zapada_frigida","Zapada_Oregonensis_Gr_","Caenis","Gonomyia","Staphylinidae","SITE_ID","STATION_KEY.x","YEAR","VISIT_NO","DATE.x","PHAB_COMM","SAMPLED","REACHLEN","XSLOPE","XDEPTH","SDDEPTH","SDWIDTH","XWIDTH","XBKF_W","XWXD","XWD_RAT","SDWXD","XBKA","XUN","XBKF_H","XINC_H","SINU","LRBS_BW5","LDMB_BW5","LSUB_DMM","LTEST","LRBS_TST","LSUBD_SD","PCT_FN","PCT_SA","PCT_GF","PCT_GC","PCT_CB","PCT_SB","PCT_LB","PCT_XB","PCT_RS","PCT_RR","PCT_SAFN","PCT_SFGF","PCT_GCB","PCT_BIGR","PCT_BDRK","PCT_HP","PCT_RC","PCT_WD","PCT_OT","PCT_ORG","EX_SAFN","EX_FN","FIC","RBSIC","Sed_Impair.","Q","XPCM","XPCMG","XCL","XGB","XC","XG","XCMW","XCMGW","PCAN_C","XCDENBK","XCDENMID","XEMBED","XFC_ALG","XFC_AQM","XFC_LWD","XFC_BRS","XFC_OHV","XFC_UCB","XFC_RCK","XFC_HUM","XFC_ALL","XFC_NAT","XFC_BIG","W1_HALL","W1_HNOAG","W1_HAG","W1H_WALL","W1H_PIPE","RPGT75","RPGT100","RPMXDEP","RPXAREA","RP100","V1W_MSQ","V4W_MSQ","V1TM100","V4TM100","PCT_FA","PCT_FAST","PCT_SLOW","PCT_POOL","PCT_DRS","PCT_SIDE","XGRIDFN","VGRIDFN","SVN","Invert.Count_station.SVN","STATION_KEY.1","HabitatSampled","Project.name.x","Field.QA.QC","LabQA.QC","PHABBEST.SVN","DATE.1","Eco3.x","LONG.x","LAT.x","ELEV_m.x","Eco4.x","Map_Slope.x","Precip_mm.x","Temp_CX10.x","Lithology.x","Lith_ER.x","Lithology_Group","Strm_Power.x","STATION_KEY.y","DATE.y","INDEX_PERIOD","SAMPLE_TIME","PROJECT_NAME","SITE_NAME","SAMPLING_EVENT_KEY","Alkalinity..mg.L.","Al.Total.Recoverable..mg.L.","BOD..mg.L.","COD..mg.L.","Cl.Total..mg.L.","Cl.Dissolved..mg.L.","Conductivity","Ca.Dissolved..mg.L.","Ca.Total.Recoverable..mg.L.","DOC..mg.L.","DO..mg.L.","DOSat....","Fe.Total.Recoverable..mg.L.","Hardness.Diss.Calc..mg.L.","K.Dissolved..mg.L.","K.Total.Recoverable..mg.L.","Mg.Dissolved..mg.L.","Mg.Total.Recoverable..mg.L.","Mn.Dissolved..mg.L.","Mn.Total.Recoverable..mg.L.","Na.Dissolved..mg.L.","Na.Total.Recoverable..mg.L.","NH3..mg.L.","NO2NO3..mg.L.","OPO4..mg.L.","pH..SU.","Q..cfs.","SO4.Dissolved..mg.L.","SO4.Total..mg.L.","TempGrab..C.","TKN..mg.L.","TSS..mg.L.","TS..mg.L.","TPO4..mg.L.","TOC..mg.L.","Turbidity..NTU.","Site_ID","SITE_NAME.1","Owner","Project.name.y","EcoT20_FURR","EMAP_REF.","BPJ_REF","YEAR_EST","Ref_Site2004","Bug_RefMay05","LONG.y","LAT.y","AREA_HA","ELEV_m.y","Elev_FT","Eco4.y","Eco4_name","Eco3.y","Eco3_name","Coho_Dist","Eco2","OWEB.Basins","ORPLAN_Region","Map_Slope.y","M_Slp_sqt","Bsnrgeco","Precip_mm.y","Precip_in","Temp_CX10.y","El_m_sqt","Lithology.y","Lith_ER.y","Strm_Power.y","Watershed_HUC","Subregion","Basin_name","Subbasin_name","Watershed_name","Subwatershed_name","Subwatershed_HUC","Land_Owner_Agency","Land_Owner","Order","EPAX","EPAY","Lithreg","Geol","EcoBasin","County","TRS","LLID_Name","LLID","RiverMile","RFEET","STATION_KEY_num","Coho.MonArea","Coho.Pop","Coho.Pop.Type","W_E","Area..SQFT.","X.Nat_SNat","X.Ag","X.Urban","X.UrbanAg","X.open_water","X.peren_snowice","X.Water","X.low_int_res","X.hi_int_res","X.com_ind_trans","X.Develop","X.bare_roc_sa_cl","X.quar_strmin_gr","X.transitional","X.Barren","X.decid_forst","X.evrgrn_forst","X.mix_forst","X.Forest","X.Shrubland","X.NonNatWood","X.Grassland","X.past_hay","X.row_crop","X.sm_grain","X.fallow","X.urb_rec_grass","X.Planted","X.wood_wetlnd","X.emerg_hrb_wet","X.Wetland","lowfrag","medfrag","hifrag","X.Road"
"00001JDE","00001JDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367647,0,0,0,0.0220588,0,0.00367647,0,0,0,0,0,0,0,0,0.00183824,0,0,0,0.0533088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330882,0,0.00367647,0,0.00367647,0,0,0,0,0,0,0,0,0,0.00367647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183824,0.0110294,0,0,0,0,0,0,0,0,0.00367647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790441,0,0,0,0,0,0.00919118,0,0,0,0,0,0,0,0,0,0,0,0,0.00183824,0.00735294,0,0,0,0.569853,0,0,0.00367647,0,0,0.00183824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183824,0,0,0,0,0,0,0,0,0.00919118,0,0,0,0.00919118,0,0,0,0.00183824,0,0,0.00183824,0,0,0,0.0165441,0.112132,0,0,0,0,0.00183824,0,0,0,0,0,0.0238971,0,0.00367647,0,0,0,0,0,0,"WORP99-0608",24440,2000,1,"19-Jul-00","","YES",158.4,2.26,34.81,16.29754583,NA,4.485,5.409090909,1.6361,41.61446846,1.2654299,55.54545455,0.054545455,0.303636364,0,1.102687014,-0.931563208,1.861960141,0.930396933,1.731503034,-0.801106101,1.507521405,12.14953271,7.476635514,NA,NA,NA,NA,NA,NA,NA,NA,19.62616822,30.8411215,52.3364486,52.3364486,0,0,0,NA,NA,8.411214953,4.626168224,4.64953271,"F","F","Unstable Fining",NA,0.958333333,0.958333333,0.014583333,0.095833333,0.079166667,0.552083333,0.152083333,0.330208333,0.458333333,44.3627451,39.33823529,59.20338983,0.127083333,0.185416667,0.045833333,0.095833333,0.2625,0.15,0.029166667,0.2125,0.795833333,0.583333333,0.4375,3.152916667,2.458441667,0.694475,0.291670833,0.361125,1,1,105.712,2.008270974,15.21417405,0.014763072,0.006795051,8.02209596,3.675505051,0,35,65,27,0,16,6.199999809,NA,"00001JDE","00001JDE",24440,"R","EMAP John Day","S","S","00001JDE","19-Jul-00",11,-118.49144,44.5756,1283.8176,"11d",1.7,533,138,"mafic volcanic flow","R",7,115.8912583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00001WSE","00001WSE",0,0,0,0,0,0,0.0280561,0,0,0,0.00200401,0,0,0,0,0,0,0,0,0,0,0.00200401,0,0,0,0,0.00601202,0.0480962,0,0,0.00400802,0,0,0.00400802,0.0961924,0,0,0.00200401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240481,0,0,0.00200401,0,0,0.0160321,0,0,0,0,0.00200401,0.00400802,0,0,0,0,0.00400802,0,0,0,0.00200401,0,0.0881764,0,0,0,0,0,0,0,0,0.00200401,0,0,0,0,0,0,0,0,0,0.00200401,0,0,0,0,0,0,0,0,0,0,0,0.00801603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440882,0.00200401,0,0,0,0.00200401,0,0,0,0,0,0.0300601,0,0,0,0,0,0,0.0981964,0.00601202,0,0.00200401,0,0,0.00801603,0,0,0.00200401,0,0,0,0,0,0,0,0,0.00200401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240481,0,0,0.012024,0,0.00200401,0,0.00400802,0,0,0,0.0180361,0,0,0.00200401,0,0,0,0.0581162,0,0,0.00200401,0,0,0,0,0,0,0,0,0,0.0200401,0,0.00200401,0,0,0.01002,0.00200401,0,0,0,0.0240481,0.0260521,0,0.00400802,0,0,0.128257,0,0,0.118236,0,0,0,0,0,"WORP99-0503",24412,2000,1,"21-Aug-00","","YES",149,8.27,13.29054054,10.98932901,NA,2.2225,5.63,0.324725,23.17057434,0.298452477,31.45454546,0,0.427272727,0,1.05045214,-0.543050562,2.335409043,1.792358481,1.876738726,-0.084380244,1.085831033,0.952380952,4.761904762,NA,NA,NA,NA,NA,NA,NA,NA,5.714285714,26.66666667,66.66666667,66.66666667,0,0.952380952,0,NA,NA,5.714285714,-24.28571429,-14.04761905,"G","G","Stable OK Fines",NA,1,1,0.4625,0.281818182,0.703409091,0.614772727,1.278409091,1.643181818,0.863636364,93.04812834,82.62032086,37.27272727,0.009090909,0,0.181818182,0.181818182,0.420454546,0,0.522727273,0.052272727,1.359090909,1.306818182,0.756818182,0,0,0,0,0,0,0,46.0625,0.189991819,4.46289507,0.066708787,0.056911083,100.9174497,92.85033557,0,56.75675676,42.56756757,22.97297297,0.675675676,0,5.800000191,NA,"00001WSE","00001WSE",24412,"R","EMAP Statewide","S","S","00001WSE","21-Aug-00",4,-122.20504,43.55441,1381.6584,"4c",15.9,1651,131,"glacial drift","E",2,480.7500879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00002CSR","00002CSR",0,0,0,0,0,0,0.00643777,0,0,0,0,0.00429185,0.00429185,0,0,0,0,0,0,0,0,0.223176,0,0,0.00214592,0,0,0,0,0.00214592,0,0,0.0300429,0,0.0858369,0,0,0.00643777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214592,0,0,0,0,0,0,0.00429185,0.0321888,0,0,0,0,0,0,0.0257511,0,0,0.128755,0,0,0,0,0,0,0,0,0.0150215,0,0,0,0,0,0,0,0.0193133,0,0,0,0.0128755,0.0214592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214592,0,0,0,0,0,0,0,0,0,0.0236052,0,0,0,0,0,0,0,0,0,0,0.00858369,0,0,0,0.00643777,0,0,0,0,0,0,0,0.00643777,0,0,0,0,0,0,0.0321888,0,0,0.00643777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214592,0,0.00858369,0.0257511,0,0.00429185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708155,0,0,0,0.0107296,0,0,0,0,0,0.00214592,0.0236052,0,0,0,0.00643777,0.00858369,0,0,0,0,0.0214592,0,0,0.00214592,0,0.0343348,0,0.0472103,0,0,0,0,0,0,0,"ORNC98-1378",23815,2000,1,"27-Jun-00","","YES",237.6,0.78,44.21,21.0200938,NA,12.62,16.85454546,5.26365,36.7289154,6.121548431,53.31818182,0.057727273,2.8,0.427272727,1.086351821,-0.893572875,2.210140008,1.316567133,1.373305689,-0.056738556,1.317186315,6.862745098,10.78431373,NA,NA,NA,NA,NA,NA,NA,NA,17.64705882,23.52941177,69.60784314,70.58823529,0.980392157,0.980392157,0,NA,NA,4.901960784,2.647058824,-0.637254902,"G","F","Unstable Fining",NA,1,1,0.301190476,0.213636364,0.555952381,0.525,0.835714286,0.926623377,0,99.19786096,95.05347594,41.54545455,0.004545455,0,0.045454546,0.009090909,0.013636364,0.031818182,0.081818182,0,0.181818182,0.181818182,0.159090909,1.590986364,1.590986364,0,0,0.272740909,2,0,83.7860938,3.93749675,19.88634722,0.003432768,0.00218072,7.131734007,3.675505051,0,47,53,18,0,4,1.5,NA,"00002CSR","00002CSR",23815,"R","Oregon Plan","S","S","00002CSR","27-Jun-00",1,-123.84827,45.89721,51.2064,"1b",1,2921,150,"mafic intrusive","R",7,51.15228891,23815,36704,"Summer",0.59,"OWEB - Biomonitoring Steelhead","S.F. Necanicum R.",20000492,10,NA,NA,2.5,NA,5.3,48,NA,NA,2,9.3,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.01,7.9,NA,1.79,NA,15.3,0.1,0.5,46,0.02,1,0.5,"ORNC98-1378","SF Necanicum River","ODEQ","Oregon Plan",NA,NA,NA,2000,NA,NA,-123.85,45.9,2617,51.21,190,"1b","Coastal Uplands",1,"Coast Range","Yes","MWCF","North Coast","Coastal Coho",1,1,0,2921,115,150,7.16,"mafic intrusive","R",51.15,1710020101,"OREGON/WASHINGTON COASTAL","NORTHERN OREGON COASTAL","NECANICUM","NECANICUM RIVER","MIDDLE NECANICUM RIVER",1.71e+11,NA,1,NA,-123.85,45.9,"1abgh3cd78cef","Erodible","CstRngN","CLATSOP","5.00N 9.00W19","South Fork Necanicum River",1.24e+12,0.43,2289.8,23815,"North Coast","Necanicum River","Independent","w",281643804.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.84,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0.851225881,0,0.148741718,0.087248503
"00002JDE","00002JDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196464,0,0,0,0,0,0,0,0.00392927,0,0,0,0,0,0,0,0.00589391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392927,0,0,0,0,0,0.00392927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294695,0,0,0,0,0,0,0,0,0.00196464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392927,0,0,0,0,0,0.00785855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746562,0,0,0,0,0,0,0,0,0,0,0.021611,0,0,0,0,0.00392927,0,0.477407,0.113949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196464,0,0,0,0,0,0,0,0,0,0,0,0.00196464,0,0,0,0.00196464,0,0,0,0,0,0,0,0,0,0.00589391,0,0,0,0.0137525,0.0530452,0,0,0,0,0.0491159,0.0510806,0,0.00589391,0,0,0.00589391,0,0,0.0471513,0,0,0,0,0,"WORP99-0530",24426,2000,1,"18-Jul-00","","YES",149,10.4,9.94,3.881171206,NA,0.93,1.52,0.0841,12.35544733,0.067751015,47.68181818,0.065454546,0.172727273,0,1.014568038,-1.890392561,1.970025546,0.079632985,1.850110295,-1.77047731,1.641671389,19.31818182,1.136363636,NA,NA,NA,NA,NA,NA,NA,NA,20.45454546,34.09090909,22.72727273,22.72727273,0,0,0,NA,NA,3.409090909,5.454545455,11.81818182,"F","P","Unstable Fining",NA,1,1,0.1875,0.177272727,0.346590909,0.861363636,0.542045455,0.6375,1,82.0855615,77.54010695,72.18181818,0,0.656818182,0.272727273,0.19,0.1,0.368181818,0.022727273,0,0.953636364,0.953636364,0.663636364,0,0,0,0,0,0,0,11.28,0.044223256,1.276241611,0.064177852,0.011042918,21.51073826,1.67852349,0,84,16,5.333333333,0,0,NA,NA,"00002JDE","00002JDE",24426,"R","EMAP John Day","S","S","00002JDE","18-Jul-00",11,-118.64266,44.33318,1731.5688,"11m",15.8,787,129,"mafic volcanic flow","R",7,169.0656585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00002REM","00002REM",0,0,0,0.00324149,0,0,0.00162075,0,0,0.00324149,0,0,0,0.00486224,0,0,0.00162075,0,0,0,0,0.306321,0,0,0.012966,0,0,0,0,0.00324149,0.00486224,0,0.00324149,0,0.00486224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162075,0.00162075,0,0,0,0,0,0,0,0.10859,0.00162075,0,0,0,0,0,0,0,0,0.0210697,0,0,0,0,0,0,0,0,0.0356564,0,0,0,0.00324149,0,0,0,0,0,0,0,0.0194489,0.00648298,0,0,0,0,0,0,0,0.00324149,0,0.00162075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486224,0,0,0,0,0.00162075,0.00648298,0,0,0,0.00162075,0,0,0,0,0,0,0.00648298,0,0,0.00324149,0,0,0,0.0226904,0,0,0.00162075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137763,0,0.00486224,0.00486224,0,0.00486224,0,0,0,0,0,0.00162075,0,0,0,0,0,0,0,0,0.0178282,0,0,0,0.155592,0,0,0,0,0,0.00162075,0,0,0,0,0.00486224,0.0307942,0,0,0,0,0.00486224,0,0,0,0,0.0178282,0,0.00648298,0.00324149,0,0,0,0,0,0,"ORCA99-054",23920,2000,1,"11-Jul-00","","YES",356.4,1.355,58.56122449,37.34516249,NA,9.295454546,14.35,5.698428571,20.39946275,5.282855256,32.04545455,0.022727273,0.4,0,1.246719246,-0.401311772,1.847648176,1.446336404,1.735240016,-0.288903611,1.261678662,1.886792453,18.86792453,NA,NA,NA,NA,NA,NA,NA,NA,20.75471698,28.30188679,66.03773585,71.69811321,5.660377359,0,0,NA,NA,0,5.754716981,-5.613207547,"F","G","Stable Fining",NA,1,1,0.260227273,0.228409091,0.686363636,0.667045455,1.086363636,1.236363636,0,98.39572193,86.76470588,46.41509434,0,0,0.040909091,0.036363636,0.059090909,0.059090909,0.127272727,0,0.322727273,0.322727273,0.227272727,0.772754546,0.772754546,0,0,0,2,2,202.9245,4.768740986,21.40848927,0.006458898,0.004822519,10.93462402,8.553872054,0,42,58,34,0,26.80412371,5.199999809,NA,"00002REM","00002REM",23920,"R","REMAP Cascades","S","S","00002REM","11-Jul-00",4,-122.6034,44.02301,409.0416,"4a",0.8,1753,165,"calc-alkaline volcanoclastic","R",1,59.40164214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
